,US-SP500,UK-FTSE100,JPN-Nikke225
2001/7/2,1236.71,5716.68,12751.18
2001/7/3,1234.45,5639.91,12817.41
2001/7/4,1234.45,5600.49,12629.02
2001/7/5,1219.24,5549.61,12607.3
2001/7/6,1190.59,5479.24,12306.08
2001/7/9,1198.78,5468.86,12239.68
2001/7/10,1181.52,5467.9,12300.41
2001/7/11,1180.18,5391.86,12005.11
2001/7/12,1208.14,5481.58,12407.95
2001/7/13,1215.68,5536.98,12355.15
2001/7/16,1202.45,5517.12,12343.37
2001/7/17,1214.44,5427.76,12128.57
2001/7/18,1207.71,5404.59,11892.58
2001/7/19,1215.02,5437.43,11908.39
2001/7/20,1210.85,5387.05,11908.39
2001/7/23,1191.03,5405.28,11609.63
2001/7/24,1171.65,5320.16,11883.25
2001/7/25,1190.49,5275.73,11891.61
2001/7/26,1202.93,5286.07,11858.56
2001/7/27,1205.82,5403.1,11798.08
2001/7/30,1204.52,5446.66,11579.27
2001/7/31,1211.23,5529.05,11860.77
2001/8/1,1215.93,5546.93,11959.33
2001/8/2,1220.75,5584.54,12399.2
2001/8/3,1214.35,5547.56,12241.97
2001/8/6,1200.48,5526.43,12243.9
2001/8/7,1204.4,5536.8,12319.46
2001/8/8,1183.53,5476.49,12163.67
2001/8/9,1183.43,5402.93,11754.56
2001/8/10,1190.16,5427.2,11735.06
2001/8/13,1191.29,5431.08,11477.56
2001/8/14,1186.73,5507.77,11917.95
2001/8/15,1178.02,5461.58,11755.4
2001/8/16,1181.66,5389.77,11515.02
2001/8/17,1161.97,5342.13,11445.54
2001/8/20,1171.41,5357.45,11257.94
2001/8/21,1157.26,5430.31,11280.38
2001/8/22,1165.31,5408.67,11396.43
2001/8/23,1162.09,5396.53,11126.92
2001/8/24,1184.93,5471.88,11166.31
2001/8/27,1179.21,5471.88,11275.01
2001/8/28,1161.51,5434.65,11189.4
2001/8/29,1148.6,5417.64,10979.76
2001/8/30,1129.03,5332.67,10938.45
2001/8/31,1133.58,5344.97,10713.51
2001/9/3,1133.58,5312.12,10409.68
2001/9/4,1132.94,5379.62,10772.59
2001/9/5,1131.74,5316.05,10598.79
2001/9/6,1106.4,5204.33,10650.33
2001/9/7,1085.78,5070.29,10516.79
2001/9/10,1092.54,5033.68,10195.69
2001/9/11,1092.54,4745.98,10292.95
2001/9/12,1092.54,4882.12,9610.1
2001/9/13,1092.54,4943.61,9613.09
2001/9/14,1092.54,4755.75,10008.89
2001/9/17,1038.77,4898.85,9504.41
2001/9/18,1032.74,4848.7,9679.88
2001/9/19,1016.1,4721.69,9939.6
2001/9/20,984.54,4556.9,9785.16
2001/9/21,965.8,4433.69,9554.99
2001/9/24,1003.45,4613.86,9554.99
2001/9/25,1012.27,4663.42,9693.97
2001/9/26,1007.04,4696.1,9641.7
2001/9/27,1018.61,4763.63,9696.53
2001/9/28,1040.94,4903.39,9774.68
2001/10/1,1038.55,4785.63,9972.28
2001/10/2,1051.33,4832.34,10136.56
2001/10/3,1072.28,4881.81,9924.23
2001/10/4,1069.63,5016.24,10205.48
2001/10/5,1071.38,5036.03,10205.87
2001/10/8,1062.44,5032.71,10205.87
2001/10/9,1056.75,5009.79,10011.77
2001/10/10,1080.99,5153.06,9964.88
2001/10/11,1097.43,5164.92,10347.01
2001/10/12,1091.65,5145.5,10632.35
2001/10/15,1089.98,5067.26,10452.54
2001/10/16,1097.54,5082.58,10637.82
2001/10/17,1077.09,5203.41,10755.45
2001/10/18,1068.61,5116.03,10474.85
2001/10/19,1073.48,5017.69,10538.79
2001/10/22,1089.9,5070.42,10565.41
2001/10/23,1084.78,5193.34,10861.56
2001/10/24,1085.2,5167.6,10802.15
2001/10/25,1100.09,5086.59,10880.1
2001/10/26,1104.61,5188.65,10795.16
2001/10/29,1078.3,5085.89,10612.31
2001/10/30,1059.79,5003.6,10512.82
2001/10/31,1059.78,5039.71,10366.34
2001/11/1,1084.1,5071.23,10347.28
2001/11/2,1087.2,5129.54,10383.78
2001/11/5,1102.84,5209.12,10447.54
2001/11/6,1118.86,5214.06,10633.72
2001/11/7,1115.8,5216.27,10284.98
2001/11/8,1118.54,5278.09,10431.79
2001/11/9,1120.31,5244.21,10215.71
2001/11/12,1118.33,5146.23,10081.56
2001/11/13,1139.09,5277.07,10030.56
2001/11/14,1141.21,5240.75,10086.76
2001/11/15,1142.24,5238.2,10489.89
2001/11/16,1138.65,5290.98,10649.09
2001/11/19,1151.06,5337.96,10727.94
2001/11/20,1142.66,5298.69,10575.62
2001/11/21,1137.03,5313.78,10661.08
2001/11/22,1137.03,5345.94,10696.82
2001/11/23,1150.34,5293.21,10696.82
2001/11/26,1157.42,5302.45,11064.3
2001/11/27,1149.5,5265.96,10948.89
2001/11/28,1128.52,5205.23,10624.81
2001/11/29,1140.2,5208.51,10655.96
2001/11/30,1139.45,5203.55,10697.44
2001/12/3,1129.9,5164.64,10370.62
2001/12/4,1144.8,5212.14,10452.65
2001/12/5,1170.35,5333.53,10713.81
2001/12/6,1167.1,5369.78,10857.28
2001/12/7,1158.31,5264.74,10796.89
2001/12/10,1139.93,5185.04,10571.01
2001/12/11,1136.76,5160.77,10473.91
2001/12/12,1137.07,5119.99,10801.52
2001/12/13,1119.38,5074.86,10433.45
2001/12/14,1123.09,5061.02,10511.65
2001/12/17,1134.36,5136.31,10323.35
2001/12/18,1142.92,5151.08,10432.17
2001/12/19,1149.56,5120.55,10471.93
2001/12/20,1139.93,5080.23,10434.52
2001/12/21,1144.89,5159.23,10335.45
2001/12/24,1144.65,5177.41,10335.45
2001/12/25,1144.65,5177.41,10254.81
2001/12/26,1149.37,5177.41,10192.57
2001/12/27,1157.13,5213.22,10457.61
2001/12/28,1161.02,5242.42,10542.62
2001/12/31,1148.08,5217.35,10542.62
2002/1/1,1148.08,5217.35,10542.62
2002/1/2,1154.67,5218.29,10542.62
2002/1/3,1165.27,5318.79,10542.62
2002/1/4,1172.51,5323.76,10871.49
2002/1/7,1164.89,5293.57,10942.36
2002/1/8,1160.71,5250.37,10695.6
2002/1/9,1155.14,5228.46,10663.98
2002/1/10,1156.55,5190.7,10538.43
2002/1/11,1145.6,5198.57,10441.59
2002/1/14,1138.41,5113.5,10441.59
2002/1/15,1146.19,5166,10208.05
2002/1/16,1127.57,5127.58,10177.58
2002/1/17,1138.88,5138.45,10128.18
2002/1/18,1127.58,5126.79,10293.32
2002/1/21,1127.58,5138.53,10280.25
2002/1/22,1119.31,5149.19,10050.98
2002/1/23,1128.18,5180.65,10040.91
2002/1/24,1132.15,5233.14,10074.05
2002/1/25,1133.28,5193.05,10144.14
2002/1/28,1133.06,5223.62,10220.85
2002/1/29,1100.64,5131.4,10026.03
2002/1/30,1113.57,5089.32,9919.48
2002/1/31,1130.2,5164.78,9997.8
2002/2/1,1122.2,5189.68,9791.43
2002/2/4,1094.44,5167.31,9631.93
2002/2/5,1090.02,5093.36,9475.6
2002/2/6,1083.51,5073.81,9420.85
2002/2/7,1080.17,5127.03,9583.27
2002/2/8,1096.22,5128.09,9686.06
2002/2/11,1111.94,5161.78,9686.06
2002/2/12,1107.5,5135.71,9877.99
2002/2/13,1118.51,5153.92,9968.35
2002/2/14,1116.48,5208.75,10081.09
2002/2/15,1104.18,5182.48,10048.1
2002/2/18,1104.18,5154.29,10093.25
2002/2/19,1083.34,5092.5,9847.16
2002/2/20,1097.98,5024.15,9834.13
2002/2/21,1080.95,5073.31,10295.42
2002/2/22,1089.84,5050.84,10356.78
2002/2/25,1109.43,5100.74,10296.47
2002/2/26,1109.38,5138.95,10202.63
2002/2/27,1109.89,5178.44,10573.09
2002/2/28,1106.73,5100.96,10587.83
2002/3/1,1131.78,5169.02,10812
2002/3/4,1153.84,5241.98,11450.22
2002/3/5,1146.14,5214.03,11348.45
2002/3/6,1162.77,5245.54,11358.53
2002/3/7,1157.54,5282.14,11648.34
2002/3/8,1164.31,5285.65,11885.79
2002/3/11,1168.26,5258.93,11919.3
2002/3/12,1165.58,5252.5,11607.33
2002/3/13,1154.09,5271.96,11415.31
2002/3/14,1153.04,5261.42,11568.82
2002/3/15,1166.16,5292.73,11648.01
2002/3/18,1165.55,5299.93,11498.38
2002/3/19,1170.29,5316.07,11792.82
2002/3/20,1151.85,5266.9,11526.78
2002/3/21,1153.59,5253.3,11526.78
2002/3/22,1148.7,5250.5,11345.08
2002/3/25,1131.87,5203.61,11261.09
2002/3/26,1138.49,5195.46,11207.92
2002/3/27,1144.58,5214.7,11323.68
2002/3/28,1147.39,5271.76,11333.11
2002/3/29,1147.39,5271.76,11024.94
2002/4/1,1146.54,5271.76,11028.7
2002/4/2,1136.76,5251.44,11204.49
2002/4/3,1125.4,5247.84,11400.71
2002/4/4,1126.34,5209.46,11379.2
2002/4/5,1122.73,5233.63,11335.49
2002/4/8,1125.29,5178.55,11352.89
2002/4/9,1117.8,5179.56,11114.49
2002/4/10,1130.47,5229.12,11218.58
2002/4/11,1103.69,5137.43,11147.27
2002/4/12,1111.01,5161.02,10962.98
2002/4/15,1102.55,5201.44,11137.3
2002/4/16,1128.37,5259.88,11346.66
2002/4/17,1126.07,5263.88,11543.71
2002/4/18,1124.47,5229.37,11575.73
2002/4/19,1125.17,5243.6,11512.01
2002/4/22,1107.83,5221.47,11721.64
2002/4/23,1100.96,5190.99,11736.83
2002/4/24,1093.14,5218.17,11672.88
2002/4/25,1091.48,5197.54,11648.72
2002/4/26,1076.32,5159.01,11541.39
2002/4/29,1065.45,5153.86,11541.39
2002/4/30,1076.92,5165.58,11492.54
2002/5/1,1086.46,5125.51,11552.79
2002/5/2,1084.56,5174.06,11551.01
2002/5/3,1073.43,5203.05,11551.01
2002/5/6,1052.67,5203.05,11551.01
2002/5/7,1049.49,5119.9,11316.04
2002/5/8,1088.85,5209.1,11520.75
2002/5/9,1073.01,5197.58,11633.3
2002/5/10,1054.99,5171.24,11531.11
2002/5/13,1074.56,5204.84,11336.95
2002/5/14,1097.28,5239.47,11356.19
2002/5/15,1091.07,5259.11,11642.97
2002/5/16,1098.23,5248.53,11738.69
2002/5/17,1106.59,5217.98,11847.32
2002/5/20,1091.88,5208.1,11856.54
2002/5/21,1079.88,5197.21,11801.16
2002/5/22,1086.02,5151.89,11961.98
2002/5/23,1097.08,5175.31,11979.85
2002/5/24,1083.82,5169.07,11976.28
2002/5/27,1083.82,5136.26,11976.35
2002/5/28,1074.55,5074.22,11936.08
2002/5/29,1067.66,5082.98,11853
2002/5/30,1064.66,5040.75,11770.03
2002/5/31,1067.14,5085.07,11763.7
2002/6/3,1040.68,5085.07,11901.39
2002/6/4,1040.69,5085.07,11653.07
2002/6/5,1049.9,4989.15,11663.87
2002/6/6,1029.15,4957.63,11574.94
2002/6/7,1027.53,4920.4,11438.53
2002/6/10,1030.74,4928.21,11370.21
2002/6/11,1013.6,4934.82,11449.44
2002/6/12,1020.26,4851.67,11327.06
2002/6/13,1009.56,4771.91,11144.84
2002/6/14,1007.27,4630.77,10920.63
2002/6/17,1036.17,4756.75,10664.11
2002/6/18,1037.14,4702.01,10839.93
2002/6/19,1019.99,4652.43,10476.18
2002/6/20,1006.29,4580.34,10612.98
2002/6/21,989.14,4605.35,10354.35
2002/6/24,992.72,4541.87,10471.32
2002/6/25,976.14,4630.96,10496.67
2002/6/26,973.53,4531.01,10074.56
2002/6/27,990.64,4540.65,10261.6
2002/6/28,989.81,4656.36,10621.84
2002/7/1,968.65,4685.76,10595.44
2002/7/2,948.09,4546.77,10622.32
2002/7/3,953.99,4392.55,10812.3
2002/7/4,953.99,4471.19,10632.81
2002/7/5,989.03,4615.65,10826.09
2002/7/8,976.98,4601.29,10769.2
2002/7/9,952.83,4542.94,10960.25
2002/7/10,920.47,4420.13,10752.66
2002/7/11,927.37,4230.05,10485.74
2002/7/12,921.39,4224.11,10601.45
2002/7/15,917.93,3994.5,10375.15
2002/7/16,901.05,4021.93,10250.42
2002/7/17,906.04,4190.63,10296.02
2002/7/18,881.56,4297.3,10498.26
2002/7/19,847.76,4098.32,10202.36
2002/7/22,819.85,3895.5,10189.01
2002/7/23,797.7,3857.99,10215.63
2002/7/24,843.42,3777.13,9947.72
2002/7/25,838.68,3965.89,9929.91
2002/7/26,852.84,4016.65,9591.03
2002/7/29,898.96,4202.7,9666.67
2002/7/30,902.78,4180.92,10003.72
2002/7/31,911.62,4246.21,9877.94
2002/8/1,884.66,4044.52,9793.51
2002/8/2,864.24,4075.55,9709.66
2002/8/5,834.6,3996.41,9704.93
2002/8/6,859.57,4131.03,9501.02
2002/8/7,876.77,4094.43,9834.4
2002/8/8,905.46,4240.47,9799.57
2002/8/9,908.64,4322.36,9999.79
2002/8/12,903.8,4221.56,9747.82
2002/8/13,884.21,4271.66,9688.61
2002/8/14,919.62,4171.06,9638.41
2002/8/15,930.25,4327.45,9795.57
2002/8/16,928.77,4329.97,9788.13
2002/8/19,950.72,4426.85,9599.1
2002/8/20,937.43,4368.89,9620.69
2002/8/21,949.36,4364.8,9642.61
2002/8/22,962.7,4434.72,9814.02
2002/8/23,940.86,4389.82,9867.45
2002/8/26,947.95,4389.82,10067.74
2002/8/27,934.82,4449.72,9907.3
2002/8/28,917.87,4274.02,9766.73
2002/8/29,917.8,4209.31,9620.14
2002/8/30,916.07,4227.28,9619.3
2002/9/2,916.07,4180.88,9521.63
2002/9/3,878.02,4028.65,9217.04
2002/9/4,893.4,4026.95,9075.09
2002/9/5,879.15,4011.01,9222.12
2002/9/6,893.92,4107.22,9129.07
2002/9/9,902.96,4062.44,9306.26
2002/9/10,909.58,4175.52,9309.31
2002/9/11,909.45,4210.66,9400.08
2002/9/12,886.91,4084.9,9415.23
2002/9/13,889.81,4008.02,9241.93
2002/9/16,891.1,4044.25,9241.93
2002/9/17,873.52,4025.15,9543.94
2002/9/18,869.46,3865.41,9472.06
2002/9/19,843.32,3813.53,9669.62
2002/9/20,845.39,3860.1,9481.08
2002/9/23,833.7,3739.37,9481.08
2002/9/24,819.29,3671.13,9321.64
2002/9/25,839.66,3696.25,9165.41
2002/9/26,854.95,3850.61,9320.92
2002/9/27,827.37,3907.2,9530.44
2002/9/30,815.28,3721.75,9383.29
2002/10/1,847.91,3797.4,9162.26
2002/10/2,827.91,3905.25,9049.33
2002/10/3,818.95,3880.34,8936.43
2002/10/4,800.58,3813.77,9027.55
2002/10/7,785.28,3780.93,8688
2002/10/8,798.55,3730.47,8708.9
2002/10/9,776.76,3742.4,8539.34
2002/10/10,803.92,3777.28,8439.62
2002/10/11,835.32,3953.38,8529.61
2002/10/14,841.44,3931.64,8529.61
2002/10/15,881.27,4130.33,8836.73
2002/10/16,860.02,4057.71,8884.87
2002/10/17,879.2,4170.68,8959.88
2002/10/18,884.39,4130.54,9086.13
2002/10/21,899.72,4133.77,8978.41
2002/10/22,890.16,4118.88,8689.39
2002/10/23,896.14,4006.91,8714.52
2002/10/24,882.5,4103.69,8614.3
2002/10/25,897.65,4051.09,8726.29
2002/10/28,890.23,4090.46,8757.51
2002/10/29,882.15,3935.93,8708.76
2002/10/30,890.71,4002.65,8756.59
2002/10/31,885.76,4039.66,8640.48
2002/11/1,900.96,3996.98,8685.72
2002/11/4,908.35,4141.46,8685.72
2002/11/5,915.39,4146.13,8937.56
2002/11/6,923.76,4103.72,8953.29
2002/11/7,902.65,4081.26,8920.44
2002/11/8,894.74,4034.58,8690.77
2002/11/11,876.19,4015.58,8460.37
2002/11/12,882.95,4085.05,8464.77
2002/11/13,882.53,4029.38,8438.52
2002/11/14,904.27,4053.14,8303.39
2002/11/15,909.83,4091.62,8503.59
2002/11/18,900.36,4115.99,8346.01
2002/11/19,896.74,4096.51,8365.26
2002/11/20,914.15,4094.86,8459.62
2002/11/21,933.76,4190,8668.06
2002/11/22,930.55,4175.23,8772.56
2002/11/25,932.88,4122.21,8944.44
2002/11/26,913.31,4070.96,8823.99
2002/11/27,938.87,4144.19,8875.88
2002/11/28,938.87,4185.4,9176.78
2002/11/29,936.31,4169.41,9215.56
2002/12/2,934.53,4154.27,9174.47
2002/12/3,920.75,4075.39,9205.11
2002/12/4,917.57,4048.6,9006.73
2002/12/5,906.55,4032.42,8917.57
2002/12/6,912.23,4013.46,8863.26
2002/12/9,892,3933.93,8828.05
2002/12/10,904.45,3925,8804.52
2002/12/11,904.96,3974.87,8727.66
2002/12/12,901.59,3935.31,8708.69
2002/12/13,889.48,3878.07,8516.07
2002/12/16,910.4,3983.97,8450.94
2002/12/17,902.99,3908.71,8510.73
2002/12/18,891.12,3835.18,8344.01
2002/12/19,884.25,3841.41,8387.57
2002/12/20,895.75,3889.86,8406.88
2002/12/23,897.38,3936.87,8406.88
2002/12/24,892.47,3942.1,8512.37
2002/12/25,892.47,3942.1,8501.14
2002/12/26,889.66,3942.1,8700.1
2002/12/27,875.4,3829.39,8714.05
2002/12/30,879.39,3900.62,8578.95
2002/12/31,879.82,3940.36,8578.95
2003/1/1,879.82,3940.36,8578.95
2003/1/2,909.03,4009.46,8578.95
2003/1/3,908.59,4004.95,8578.95
2003/1/6,929.01,4001.37,8713.33
2003/1/7,922.93,3957.39,8656.5
2003/1/8,909.93,3924.82,8517.8
2003/1/9,927.58,3933.98,8497.93
2003/1/10,927.57,3974.12,8470.45
2003/1/13,926.26,3948.27,8470.45
2003/1/14,931.66,3945.59,8553.06
2003/1/15,918.22,3887.75,8611.75
2003/1/16,914.6,3881.81,8609.17
2003/1/17,901.78,3820.57,8690.25
2003/1/20,901.78,3778.61,8558.82
2003/1/21,887.62,3736.69,8708.58
2003/1/22,878.36,3677.98,8611.04
2003/1/23,887.34,3622.16,8790.92
2003/1/24,861.4,3603.72,8731.65
2003/1/27,847.48,3480.83,8609.47
2003/1/28,858.54,3489.98,8525.39
2003/1/29,864.36,3483.79,8331.08
2003/1/30,844.61,3578.67,8316.81
2003/1/31,855.7,3567.41,8339.94
2003/2/3,860.32,3689.36,8500.79
2003/2/4,848.2,3590.09,8484.9
2003/2/5,843.59,3678.72,8549.85
2003/2/6,838.15,3597.04,8484.19
2003/2/7,829.69,3599.16,8448.16
2003/2/10,835.97,3579.07,8484.93
2003/2/11,829.2,3669.21,8484.93
2003/2/12,818.68,3616.12,8664.17
2003/2/13,817.37,3610.82,8599.66
2003/2/14,834.89,3611.9,8701.92
2003/2/17,834.89,3692.37,8771.89
2003/2/18,851.17,3729.54,8692.97
2003/2/19,845.13,3658.3,8678.44
2003/2/20,837.1,3687.25,8650.92
2003/2/21,848.17,3727.11,8513.54
2003/2/24,832.58,3701.84,8564.95
2003/2/25,838.57,3621.47,8360.49
2003/2/26,827.55,3593.29,8356.81
2003/2/27,837.28,3569.88,8359.38
2003/2/28,841.15,3655.58,8363.04
2003/3/3,834.81,3684.67,8490.4
2003/3/4,821.99,3625.34,8480.22
2003/3/5,829.85,3563.54,8472.62
2003/3/6,822.1,3555.42,8369.15
2003/3/7,828.89,3491.59,8144.12
2003/3/10,807.48,3436.05,8042.26
2003/3/11,800.73,3452.73,7862.43
2003/3/12,804.19,3287.04,7943.04
2003/3/13,831.9,3486.9,7868.56
2003/3/14,833.27,3601.83,8002.69
2003/3/17,862.79,3722.27,7871.64
2003/3/18,866.45,3747.28,7954.46
2003/3/19,874.02,3765.43,8051.04
2003/3/20,875.67,3765.66,8195.05
2003/3/21,895.79,3861.07,8195.05
2003/3/24,864.23,3743.27,8435.07
2003/3/25,874.74,3761.96,8238.76
2003/3/26,869.95,3793.12,8351.92
2003/3/27,868.52,3729.05,8368.67
2003/3/28,863.5,3708.53,8280.16
2003/3/31,848.18,3613.28,7972.71
2003/4/1,858.48,3684.78,7986.72
2003/4/2,880.9,3753.41,8069.85
2003/4/3,876.45,3771.05,8017.75
2003/4/4,878.85,3814.36,8074.12
2003/4/7,879.93,3935.82,8249.98
2003/4/8,878.29,3868.79,8131.41
2003/4/9,865.99,3861.42,8057.61
2003/4/10,871.58,3803.27,7980.12
2003/4/11,868.3,3808.08,7816.49
2003/4/14,885.23,3849.41,7752.1
2003/4/15,890.81,3916.85,7838.83
2003/4/16,879.91,3854.9,7879.49
2003/4/17,893.58,3889.22,7821.9
2003/4/18,893.58,3889.22,7874.51
2003/4/21,892.01,3889.22,7969.08
2003/4/22,911.37,3917.69,7790.46
2003/4/23,919.02,3966.45,7793.38
2003/4/24,911.43,3899.03,7854.57
2003/4/25,898.81,3870.2,7699.5
2003/4/28,914.84,3940.25,7607.88
2003/4/29,917.84,3927.82,7607.88
2003/4/30,916.92,3925.97,7831.42
2003/5/1,916.3,3880.13,7863.29
2003/5/2,930.08,3952.59,7907.19
2003/5/5,926.55,3952.59,7907.19
2003/5/6,934.39,4006.39,8083.56
2003/5/7,929.62,3992.9,8109.77
2003/5/8,920.27,3928.87,8031.55
2003/5/9,933.41,3969.35,8152.16
2003/5/12,945.11,3987.44,8221.12
2003/5/13,942.3,3999.89,8190.26
2003/5/14,939.28,3975.02,8244.91
2003/5/15,946.67,4011.08,8123.4
2003/5/16,944.3,4049.01,8117.29
2003/5/19,920.77,3941.34,8039.13
2003/5/20,919.73,3971.61,8059.48
2003/5/21,923.42,3936.38,8018.51
2003/5/22,931.87,3990.45,8051.66
2003/5/23,933.22,3979.84,8184.76
2003/5/26,933.22,3979.84,8227.32
2003/5/27,951.48,3992.38,8120.24
2003/5/28,953.22,4071.86,8234.18
2003/5/29,949.64,4083.59,8375.36
2003/5/30,963.59,4048.1,8424.51
2003/6/2,967,4129.28,8547.17
2003/6/3,971.56,4115.73,8564.49
2003/6/4,986.24,4126.55,8557.86
2003/6/5,990.14,4104.25,8657.23
2003/6/6,987.76,4150.79,8785.87
2003/6/9,975.93,4129.09,8822.73
2003/6/10,984.84,4113.01,8789.09
2003/6/11,997.48,4150.15,8890.3
2003/6/12,998.51,4161.26,8918.6
2003/6/13,988.61,4134.12,8980.64
2003/6/16,1010.74,4152.9,8839.83
2003/6/17,1011.66,4190.36,9033
2003/6/18,1010.09,4207.01,9092.97
2003/6/19,994.7,4131.46,9110.51
2003/6/20,995.69,4160.14,9120.39
2003/6/23,981.64,4087.89,9137.14
2003/6/24,983.45,4060.93,8919.26
2003/6/25,975.32,4067.86,8932.26
2003/6/26,985.82,4041.67,8923.41
2003/6/27,976.22,4067.84,9104.06
2003/6/30,974.5,4031.17,9083.11
2003/7/1,982.32,3963.92,9278.49
2003/7/2,993.75,4006.86,9592.24
2003/7/3,985.7,4024.8,9624.8
2003/7/4,985.7,4021.5,9547.73
2003/7/7,1004.42,4074.77,9795.16
2003/7/8,1007.84,4073.6,9898.72
2003/7/9,1002.21,4054.69,9990.95
2003/7/10,988.7,4028.76,9955.62
2003/7/11,998.14,4058.14,9635.35
2003/7/14,1003.86,4127.64,9755.63
2003/7/15,1000.42,4102.5,9751
2003/7/16,994,4077.13,9735.97
2003/7/17,981.73,4056.57,9498.86
2003/7/18,993.32,4073.2,9527.73
2003/7/21,978.8,4044.28,9527.73
2003/7/22,988.11,4079.75,9485.97
2003/7/23,988.61,4086.49,9615.34
2003/7/24,981.6,4149.6,9671
2003/7/25,998.68,4131.18,9648.01
2003/7/28,996.52,4148.82,9839.91
2003/7/29,989.28,4137.01,9834.31
2003/7/30,987.49,4141.17,9632.66
2003/7/31,990.31,4157.02,9563.21
2003/8/1,980.15,4098.43,9611.67
2003/8/4,982.82,4100.05,9452.79
2003/8/5,965.46,4121.02,9382.58
2003/8/6,967.08,4070.42,9323.91
2003/8/7,974.12,4095.56,9265.56
2003/8/8,977.59,4147.79,9327.53
2003/8/11,980.59,4176.66,9487.8
2003/8/12,990.35,4185.57,9564.81
2003/8/13,984.03,4180.68,9752.75
2003/8/14,990.51,4237.83,9913.47
2003/8/15,990.67,4247.34,9863.47
2003/8/18,999.74,4272.12,10032.97
2003/8/19,1002.35,4250.82,10174.1
2003/8/20,1000.3,4217.36,10292.06
2003/8/21,1003.27,4223.48,10362.69
2003/8/22,993.06,4225.89,10281.17
2003/8/25,993.71,4225.89,10276.64
2003/8/26,996.73,4177.36,10332.57
2003/8/27,996.79,4206.39,10308.99
2003/8/28,1002.84,4197.97,10225.22
2003/8/29,1008.01,4161.06,10343.55
2003/9/1,1008.01,4204.43,10670.18
2003/9/2,1021.99,4204.36,10690.08
2003/9/3,1026.27,4262.12,10715.69
2003/9/4,1027.97,4248.83,10646.95
2003/9/5,1021.39,4257.2,10650.77
2003/9/8,1031.64,4292.09,10683.76
2003/9/9,1023.17,4263.91,10922.04
2003/9/10,1010.92,4252.08,10856.32
2003/9/11,1016.42,4242.19,10546.33
2003/9/12,1018.63,4237.81,10712.81
2003/9/15,1014.81,4260.92,10712.81
2003/9/16,1029.32,4298.98,10887.03
2003/9/17,1025.97,4292.96,10990.11
2003/9/18,1039.58,4314.7,11033.32
2003/9/19,1036.3,4257.01,10938.42
2003/9/22,1022.82,4228.15,10475.1
2003/9/23,1029.03,4221.71,10475.1
2003/9/24,1009.38,4236.39,10502.29
2003/9/25,1003.27,4202.18,10310.04
2003/9/26,996.85,4157.13,10318.44
2003/9/29,1006.58,4142.72,10229.57
2003/9/30,995.97,4091.31,10219.05
2003/10/1,1018.22,4169.19,10361.24
2003/10/2,1020.24,4209.06,10593.53
2003/10/3,1029.85,4274.04,10709.29
2003/10/6,1034.35,4270.1,10740.14
2003/10/7,1039.25,4271.96,10820.33
2003/10/8,1033.78,4268.59,10542.2
2003/10/9,1038.73,4313.88,10531.44
2003/10/10,1038.06,4311.02,10786.04
2003/10/13,1045.35,4362.34,10786.04
2003/10/14,1049.48,4334.09,10966.43
2003/10/15,1046.76,4368.82,10899.95
2003/10/16,1050.07,4339.68,11025.15
2003/10/17,1039.32,4343.97,11037.89
2003/10/20,1044.68,4347.55,11161.71
2003/10/21,1046.03,4352.31,11031.52
2003/10/22,1030.36,4285.63,10889.62
2003/10/23,1033.77,4240.22,10335.16
2003/10/24,1028.91,4239,10335.7
2003/10/27,1031.13,4251.31,10454.12
2003/10/28,1046.79,4272.93,10561.01
2003/10/29,1048.11,4265.65,10739.22
2003/10/30,1046.94,4300.93,10695.56
2003/10/31,1050.71,4287.59,10559.59
2003/11/3,1059.02,4332.57,10559.59
2003/11/4,1053.25,4330.25,10847.97
2003/11/5,1051.81,4303.43,10837.54
2003/11/6,1058.05,4324.19,10552.3
2003/11/7,1053.21,4376.87,10628.98
2003/11/10,1047.11,4341.76,10504.54
2003/11/11,1046.57,4345.07,10207.04
2003/11/12,1058.56,4371.25,10226.22
2003/11/13,1058.41,4373.04,10337.67
2003/11/14,1050.35,4396.99,10167.06
2003/11/17,1043.63,4338.88,9786.83
2003/11/18,1034.15,4354.7,9897.05
2003/11/19,1042.44,4327.35,9614.6
2003/11/20,1033.65,4307.98,9865.7
2003/11/21,1035.28,4319.02,9852.83
2003/11/24,1052.08,4382.35,9852.83
2003/11/25,1053.89,4388.75,9960.2
2003/11/26,1058.45,4370.35,10144.83
2003/11/27,1058.45,4361.09,10163.38
2003/11/28,1058.2,4342.6,10100.57
2003/12/1,1070.12,4410.03,10403.27
2003/12/2,1066.62,4378.94,10410.15
2003/12/3,1064.73,4392.02,10326.39
2003/12/4,1069.72,4378.21,10429.99
2003/12/5,1061.5,4367.03,10373.46
2003/12/8,1069.3,4359.84,10045.34
2003/12/9,1060.18,4379.58,10124.28
2003/12/10,1059.05,4335.39,9910.56
2003/12/11,1071.21,4331.27,10075.14
2003/12/12,1074.14,4347.64,10169.66
2003/12/15,1068.04,4347.99,10490.77
2003/12/16,1075.13,4332.96,10271.6
2003/12/17,1076.48,4354.23,10092.64
2003/12/18,1089.18,4397.26,10104
2003/12/19,1088.67,4412.28,10284.54
2003/12/22,1092.94,4423.98,10372.51
2003/12/23,1096.02,4440.87,10372.51
2003/12/24,1094.04,4444.7,10371.27
2003/12/25,1094.04,4444.7,10365.35
2003/12/26,1095.89,4444.7,10417.41
